brand,year,km_driven,fuel,seller_type,transmission,owner,selling_price
Chevrolet,2009.0,70000.0,Petrol,Individual,Manual,First Owner,125000.0
Maruti,2001.0,40000.0,Petrol,Individual,Manual,Third Owner,60000.0
Chevrolet,2010.0,120000.0,Diesel,Individual,Manual,Third Owner,300000.0
Ford,2007.0,60000.0,Petrol,Individual,Manual,Third Owner,190000.0
Maruti,2013.0,110000.0,Diesel,Individual,Manual,First Owner,400000.0
Tata,2011.0,97000.0,Diesel,Individual,Manual,Second Owner,260000.0
Maruti,2017.0,30000.0,Petrol,Individual,Manual,First Owner,400000.0
Hyundai,2010.0,40000.0,Petrol,Individual,Manual,First Owner,250000.0
Hyundai,2019.0,10000.0,Petrol,Individual,Manual,First Owner,600000.0
Maruti,2010.0,52047.0,Petrol,Individual,Manual,First Owner,175000.0
Toyota,2011.0,149534.8,Diesel,Individual,Manual,Third Owner,450000.0
Tata,2019.0,15000.0,Petrol,Individual,Automatic,Second Owner,350000.0
Maruti,2018.0,50000.0,Diesel,Individual,Manual,First Owner,800000.0
Maruti,2011.0,70000.0,Petrol,Individual,Manual,Second Owner,250000.0
Maruti,2019.0,10000.0,Petrol,Individual,Manual,First Owner,600000.0
Maruti,2017.0,90000.0,Diesel,Individual,Manual,First Owner,600000.0
Maruti,2016.0,40000.0,Petrol,Individual,Manual,First Owner,130000.0
Maruti,2006.0,62009.0,Petrol,Individual,Manual,Second Owner,90000.0
Hyundai,2017.0,33100.0,Petrol,Individual,Manual,Second Owner,595000.0
Hyundai,2014.0,40000.0,Petrol,Individual,Manual,Second Owner,190000.0
Hyundai,2001.0,120000.0,Petrol,Individual,Manual,Second Owner,50000.0
Maruti,2007.0,80000.0,Petrol,Individual,Manual,First Owner,95000.0
Tata,2016.0,70000.0,Diesel,Individual,Manual,First Owner,1000000.0
Mahindra,2006.0,149534.8,Petrol,Individual,Manual,Second Owner,220000.0
Mahindra,2010.0,50000.0,Diesel,Individual,Manual,First Owner,400000.0
Other,2015.0,45000.0,Petrol,Individual,Manual,Second Owner,315000.0
Toyota,2014.0,110000.0,Diesel,Individual,Manual,First Owner,1000000.0
Ford,2014.0,49000.0,Diesel,Individual,Manual,First Owner,500000.0
Mahindra,2018.0,35000.0,Diesel,Individual,Automatic,First Owner,1200000.0
Mahindra,2017.0,149534.8,Diesel,Individual,Manual,First Owner,500000.0
Maruti,2007.0,149534.8,Petrol,Individual,Manual,Third Owner,70000.0
Maruti,2007.0,60000.0,Petrol,Individual,Manual,Second Owner,105000.0
Ford,2008.0,110000.0,Diesel,Individual,Manual,Third Owner,400000.0
Maruti,2004.0,60000.0,Petrol,Individual,Manual,Third Owner,80000.0
Maruti,2016.0,30000.0,Petrol,Individual,Manual,First Owner,300000.0
Mahindra,2017.0,40000.0,Diesel,Individual,Manual,First Owner,409999.0
Maruti,2009.0,70000.0,Petrol,Individual,Manual,First Owner,250000.0
Tata,2010.0,120000.0,Diesel,Individual,Manual,Second Owner,250000.0
Maruti,2012.0,80000.0,Diesel,Individual,Manual,Third Owner,215000.0
Toyota,2015.0,120000.0,Diesel,Individual,Manual,First Owner,1200000.0
Honda,2018.0,20000.0,Petrol,Individual,Manual,First Owner,475000.0
Honda,2018.0,22000.0,Petrol,Individual,Manual,First Owner,475000.0
Chevrolet,2008.0,35000.0,Petrol,Individual,Manual,Second Owner,75000.0
Chevrolet,2013.0,120000.0,Diesel,Individual,Manual,Second Owner,200000.0
Tata,2019.0,8000.0,Petrol,Individual,Manual,First Owner,575000.0
Maruti,2011.0,40000.0,Diesel,Individual,Manual,Second Owner,150000.0
Maruti,2018.0,10000.0,Diesel,Individual,Manual,First Owner,850000.0
Hyundai,2019.0,30000.0,Petrol,Individual,Manual,First Owner,350000.0
Ford,2011.0,54000.0,Diesel,Individual,Manual,Second Owner,550000.0
Hyundai,2017.0,80577.0,Petrol,Individual,Manual,First Owner,330000.0
Honda,2017.0,25000.0,Diesel,Individual,Manual,First Owner,1044999.0
Hyundai,2011.0,127500.0,Diesel,Individual,Manual,Second Owner,300000.0
Hyundai,2015.0,40903.0,Petrol,Dealer,Manual,First Owner,235000.0
Ford,2011.0,60000.0,Petrol,Individual,Manual,Third Owner,120000.0
Maruti,2004.0,46000.0,Petrol,Individual,Manual,First Owner,130000.0
Ford,2004.0,22288.0,Diesel,Dealer,Manual,Second Owner,275000.0
Volkswagen,2011.0,149534.8,Diesel,Individual,Manual,Second Owner,270000.0
Volkswagen,2015.0,30000.0,Diesel,Individual,Manual,Second Owner,500000.0
Hyundai,2015.0,61690.0,Petrol,Dealer,Manual,First Owner,400000.0
Hyundai,2015.0,64484.0,Petrol,Dealer,Manual,First Owner,600000.0
Other,2012.0,90000.0,Diesel,Individual,Automatic,Second Owner,1200000.0
Renault,2013.0,75976.0,Diesel,Dealer,Manual,Second Owner,400000.0
Ford,2011.0,70000.0,Diesel,Individual,Manual,Second Owner,220000.0
Honda,2012.0,85962.0,Petrol,Dealer,Manual,Second Owner,300000.0
Maruti,2018.0,120000.0,Petrol,Individual,Manual,First Owner,250000.0
Honda,2015.0,120000.0,Diesel,Individual,Manual,First Owner,600000.0
Honda,2012.0,75000.0,Petrol,Individual,Automatic,Second Owner,285000.0
Honda,2009.0,57035.0,Petrol,Dealer,Manual,First Owner,350000.0
Mahindra,2011.0,70000.0,Diesel,Individual,Manual,Third Owner,170000.0
Ford,2015.0,45000.0,Petrol,Individual,Manual,First Owner,229999.0
Mahindra,2013.0,72104.0,Diesel,Dealer,Manual,Second Owner,500000.0
Tata,2011.0,15000.0,Petrol,Individual,Manual,First Owner,75000.0
Hyundai,2016.0,30000.0,Petrol,Individual,Manual,First Owner,600000.0
Tata,2011.0,80000.0,Diesel,Individual,Manual,First Owner,220000.0
Tata,2009.0,149534.8,Diesel,Individual,Manual,Second Owner,150000.0
Maruti,2006.0,124439.0,Petrol,Individual,Manual,Second Owner,65000.0
Maruti,2006.0,77000.0,Petrol,Individual,Manual,Second Owner,120000.0
Maruti,2014.0,90000.0,Diesel,Individual,Manual,First Owner,240000.0
Renault,2017.0,30000.0,Petrol,Individual,Manual,First Owner,390000.0
Chevrolet,2012.0,50000.0,Petrol,Individual,Manual,First Owner,180000.0
Maruti,2012.0,80000.0,Diesel,Individual,Manual,Second Owner,320000.0
Maruti,2018.0,5000.0,Petrol,Individual,Manual,First Owner,310000.0
Maruti,2018.0,24000.0,Petrol,Individual,Automatic,First Owner,420000.0
Tata,2019.0,10000.0,Petrol,Individual,Manual,First Owner,550000.0
Maruti,2016.0,78000.0,Diesel,Individual,Manual,Third Owner,550000.0
Mahindra,2018.0,50000.0,Diesel,Individual,Manual,First Owner,760000.0
Maruti,2001.0,100000.0,Petrol,Individual,Manual,Second Owner,43000.0
Maruti,2018.0,20000.0,Petrol,Individual,Manual,First Owner,250000.0
Hyundai,2019.0,1250.0,Petrol,Individual,Manual,First Owner,500000.0
Tata,2015.0,17152.0,Petrol,Individual,Manual,First Owner,380000.0
Mahindra,2019.0,5000.0,Diesel,Individual,Automatic,First Owner,1200000.0
Volkswagen,2012.0,77000.0,Diesel,Individual,Manual,First Owner,350000.0
Hyundai,2008.0,90000.0,Diesel,Individual,Manual,Second Owner,195000.0
Chevrolet,2011.0,80000.0,Petrol,Individual,Manual,Second Owner,225000.0
Toyota,2015.0,65000.0,Diesel,Individual,Manual,First Owner,1125000.0
Tata,2011.0,80000.0,Diesel,Individual,Manual,First Owner,133000.0
Hyundai,2013.0,24005.0,Petrol,Individual,Manual,First Owner,200000.0
Maruti,2018.0,20000.0,Diesel,Individual,Manual,First Owner,940000.0
Renault,2014.0,120000.0,Diesel,Individual,Manual,First Owner,400000.0
Hyundai,2009.0,120000.0,Petrol,Individual,Manual,Second Owner,120000.0
Maruti,2015.0,80000.0,Diesel,Individual,Manual,First Owner,625000.0
Maruti,2005.0,80000.0,Petrol,Individual,Manual,First Owner,110000.0
Renault,2012.0,100000.0,Diesel,Individual,Manual,First Owner,490000.0
Maruti,2009.0,120000.0,Petrol,Individual,Manual,Second Owner,140000.0
Ford,2011.0,149000.0,Diesel,Individual,Manual,Second Owner,175000.0
Maruti,2005.0,65000.0,Petrol,Individual,Manual,Second Owner,90000.0
Maruti,2009.0,100000.0,Diesel,Individual,Manual,Second Owner,275000.0
Volkswagen,2011.0,65000.0,Diesel,Individual,Manual,Second Owner,300000.0
Other,2018.0,19000.0,Petrol,Individual,Manual,Second Owner,270000.0
Chevrolet,2010.0,80000.0,Petrol,Individual,Manual,Second Owner,130000.0
Maruti,2015.0,30000.0,Petrol,Individual,Manual,First Owner,275000.0
Maruti,2012.0,109000.0,Diesel,Individual,Manual,First Owner,352000.0
Hyundai,2012.0,90000.0,LPG,Individual,Manual,First Owner,180000.0
Maruti,2012.0,90000.0,Petrol,Individual,Manual,First Owner,150000.0
Maruti,2010.0,110000.0,Diesel,Individual,Manual,Second Owner,300000.0
Mahindra,2007.0,120000.0,Diesel,Individual,Manual,First Owner,225000.0
Honda,2014.0,44000.0,Diesel,Individual,Manual,First Owner,600000.0
Maruti,2015.0,80000.0,Petrol,Individual,Manual,First Owner,500000.0
Honda,2018.0,5000.0,Petrol,Individual,Manual,First Owner,900000.0
Hyundai,2016.0,61000.0,Petrol,Individual,Manual,First Owner,600000.0
Toyota,2011.0,100000.0,Diesel,Individual,Manual,Second Owner,450000.0
Hyundai,2009.0,27633.0,Petrol,Individual,Manual,First Owner,270000.0
Maruti,2010.0,100000.0,Diesel,Individual,Manual,Third Owner,310000.0
Hyundai,2012.0,100000.0,LPG,Individual,Manual,First Owner,250000.0
Ford,2019.0,12586.0,Petrol,Dealer,Manual,First Owner,700000.0
Other,2018.0,38083.0,Diesel,Dealer,Manual,First Owner,650000.0
Ford,2012.0,55328.0,Diesel,Dealer,Manual,First Owner,400000.0
Ford,2012.0,81632.0,Diesel,Dealer,Manual,First Owner,425000.0
Ford,2016.0,149534.8,Diesel,Dealer,Manual,First Owner,600000.0
Ford,2013.0,93283.0,Diesel,Dealer,Manual,First Owner,600000.0
Maruti,2009.0,149534.8,Diesel,Dealer,Manual,First Owner,300000.0
Ford,2012.0,90165.0,Diesel,Dealer,Manual,First Owner,450000.0
Ford,2014.0,101504.0,Diesel,Dealer,Manual,First Owner,750000.0
Ford,2010.0,86017.0,Diesel,Dealer,Manual,Second Owner,325000.0
Mahindra,2013.0,85036.0,Diesel,Dealer,Manual,Second Owner,900000.0
Ford,2006.0,91086.0,Petrol,Dealer,Manual,Second Owner,180000.0
Other,2013.0,149534.8,Diesel,Dealer,Manual,Second Owner,350000.0
Ford,2013.0,125531.0,Diesel,Dealer,Manual,Second Owner,600000.0
Honda,2019.0,60000.0,Diesel,Individual,Manual,First Owner,900000.0
Skoda,2006.0,100000.0,Diesel,Individual,Manual,First Owner,350000.0
Maruti,2013.0,90000.0,Diesel,Individual,Manual,Third Owner,280000.0
Mahindra,2009.0,120000.0,Diesel,Individual,Manual,Second Owner,225000.0
Honda,2014.0,82000.0,Diesel,Individual,Manual,First Owner,520000.0
Mahindra,2016.0,60000.0,Diesel,Individual,Manual,First Owner,509999.0
Maruti,2019.0,24000.0,Petrol,Individual,Manual,First Owner,556000.0
Tata,2014.0,120000.0,Diesel,Individual,Manual,First Owner,225000.0
Honda,2013.0,65000.0,Diesel,Dealer,Manual,First Owner,325000.0
Maruti,2013.0,65000.0,Diesel,Dealer,Manual,First Owner,365000.0
Hyundai,2015.0,84000.0,Diesel,Dealer,Manual,First Owner,850000.0
Toyota,2013.0,75000.0,Diesel,Dealer,Manual,First Owner,350000.0
Maruti,2007.0,50000.0,Diesel,Dealer,Manual,First Owner,225000.0
Maruti,2011.0,50000.0,Petrol,Individual,Manual,First Owner,135000.0
Maruti,2007.0,49000.0,Petrol,Dealer,Manual,First Owner,140000.0
Maruti,2016.0,149534.8,Diesel,Dealer,Manual,First Owner,665000.0
Renault,2015.0,14365.0,Petrol,Dealer,Manual,First Owner,275000.0
Toyota,2017.0,41000.0,Diesel,Individual,Automatic,First Owner,1200000.0
Hyundai,2013.0,65000.0,Diesel,Dealer,Manual,First Owner,484999.0
Maruti,2015.0,65000.0,Diesel,Dealer,Manual,First Owner,565000.0
Maruti,2013.0,61083.0,Diesel,Dealer,Manual,First Owner,425000.0
Toyota,2013.0,75000.0,Diesel,Individual,Manual,First Owner,925000.0
Mahindra,2012.0,72000.0,Diesel,Dealer,Manual,First Owner,565000.0
Renault,2014.0,65000.0,Diesel,Dealer,Manual,First Owner,525000.0
Hyundai,2017.0,55000.0,Diesel,Dealer,Manual,First Owner,1200000.0
Hyundai,2015.0,21000.0,Petrol,Dealer,Manual,Second Owner,295000.0
Other,2012.0,66363.0,Petrol,Dealer,Automatic,Second Owner,1200000.0
Hyundai,2018.0,11700.0,Petrol,Dealer,Automatic,First Owner,1200000.0
Hyundai,2017.0,10000.0,Petrol,Individual,Automatic,First Owner,1100000.0
Other,2014.0,100000.0,Diesel,Individual,Automatic,Second Owner,1200000.0
Maruti,2016.0,7104.0,Petrol,Trustmark Dealer,Manual,First Owner,670000.0
Maruti,2015.0,45974.0,Diesel,Trustmark Dealer,Manual,First Owner,750000.0
Hyundai,2015.0,55340.0,Petrol,Trustmark Dealer,Manual,First Owner,760000.0
Volkswagen,2017.0,20000.0,Petrol,Dealer,Automatic,Second Owner,850000.0
Renault,2015.0,61585.0,Diesel,Trustmark Dealer,Manual,First Owner,390000.0
Maruti,2016.0,39415.0,Petrol,Trustmark Dealer,Automatic,Second Owner,450000.0
Honda,2014.0,29654.0,Petrol,Trustmark Dealer,Manual,First Owner,425000.0
Maruti,2016.0,64672.0,Diesel,Trustmark Dealer,Manual,First Owner,770000.0
Hyundai,2015.0,54634.0,Diesel,Trustmark Dealer,Automatic,Second Owner,1150000.0
Honda,2015.0,66521.0,Petrol,Trustmark Dealer,Manual,First Owner,775000.0
Toyota,2018.0,23974.0,Diesel,Dealer,Automatic,Second Owner,1200000.0
Other,2016.0,43000.0,Diesel,Dealer,Automatic,First Owner,1200000.0
Renault,2013.0,1000.0,Diesel,Dealer,Manual,Second Owner,450000.0
Other,2018.0,10000.0,Diesel,Dealer,Automatic,First Owner,1200000.0
Other,2013.0,86000.0,Diesel,Dealer,Automatic,First Owner,1200000.0
Other,2019.0,30000.0,Diesel,Dealer,Automatic,First Owner,1200000.0
Hyundai,2016.0,52600.0,Diesel,Individual,Manual,First Owner,535000.0
Maruti,2012.0,110000.0,Petrol,Individual,Manual,Second Owner,225000.0
Hyundai,2017.0,19890.0,Petrol,Dealer,Automatic,First Owner,550000.0
Maruti,2015.0,11918.0,Petrol,Trustmark Dealer,Manual,First Owner,625000.0
Hyundai,2017.0,10510.0,Petrol,Dealer,Automatic,First Owner,520000.0
Chevrolet,2016.0,41000.0,Petrol,Dealer,Manual,First Owner,239000.0
Toyota,2017.0,47162.0,Diesel,Trustmark Dealer,Automatic,First Owner,1200000.0
Hyundai,2012.0,49824.0,Petrol,Dealer,Manual,First Owner,229999.0
Other,2013.0,58500.0,Diesel,Dealer,Automatic,First Owner,1200000.0
Hyundai,2005.0,56580.0,Petrol,Dealer,Manual,First Owner,80000.0
Skoda,2012.0,52000.0,Diesel,Dealer,Manual,First Owner,385000.0
Maruti,2017.0,46507.0,Diesel,Trustmark Dealer,Manual,First Owner,600000.0
Hyundai,2013.0,50000.0,Petrol,Individual,Manual,Second Owner,350000.0
Maruti,2014.0,30000.0,Petrol,Individual,Manual,First Owner,114999.0
Hyundai,2013.0,50000.0,Petrol,Individual,Manual,Second Owner,380000.0
Maruti,2001.0,100000.0,Petrol,Individual,Manual,Second Owner,95000.0
Mahindra,2016.0,35000.0,Diesel,Individual,Manual,First Owner,900000.0
Chevrolet,2012.0,90000.0,Petrol,Individual,Manual,Second Owner,200999.0
Maruti,2014.0,11451.0,Petrol,Individual,Manual,First Owner,229999.0
Tata,2019.0,60000.0,Diesel,Individual,Manual,First Owner,800000.0
Mahindra,2012.0,149534.8,Diesel,Individual,Manual,Second Owner,150000.0
Maruti,2018.0,60000.0,Diesel,Individual,Manual,First Owner,600000.0
Chevrolet,2005.0,149534.8,Diesel,Individual,Manual,First Owner,150000.0
Chevrolet,2009.0,66000.0,Diesel,Individual,Manual,First Owner,150000.0
Maruti,2019.0,5000.0,Petrol,Individual,Manual,First Owner,380000.0
Maruti,2006.0,66508.0,Petrol,Individual,Manual,Second Owner,80000.0
Honda,2007.0,55000.0,Petrol,Individual,Manual,Second Owner,225000.0
Tata,2012.0,29900.0,Petrol,Individual,Manual,First Owner,75000.0
Tata,2017.0,3000.0,Diesel,Individual,Manual,First Owner,1200000.0
Tata,2012.0,85000.0,Diesel,Individual,Manual,First Owner,185000.0
Mahindra,2011.0,50000.0,Diesel,Individual,Manual,First Owner,425000.0
Tata,2010.0,120000.0,Diesel,Individual,Manual,Second Owner,100000.0
Maruti,2008.0,90000.0,Petrol,Individual,Manual,Third Owner,140000.0
Maruti,2017.0,8000.0,Petrol,Individual,Automatic,First Owner,710000.0
Honda,2015.0,7900.0,Petrol,Individual,Automatic,First Owner,450000.0
Other,2017.0,50000.0,Petrol,Individual,Manual,First Owner,210000.0
Maruti,2016.0,25000.0,Petrol,Individual,Manual,First Owner,270000.0
Maruti,2009.0,20000.0,Petrol,Individual,Manual,First Owner,110000.0
Maruti,2018.0,17500.0,Petrol,Individual,Manual,First Owner,540000.0
Mahindra,2008.0,25000.0,Petrol,Individual,Manual,First Owner,145000.0
Tata,2013.0,149534.8,Diesel,Individual,Manual,First Owner,360000.0
Hyundai,2013.0,88600.0,LPG,Individual,Manual,First Owner,250000.0
Tata,2012.0,80000.0,Diesel,Individual,Manual,First Owner,110000.0
Chevrolet,2008.0,100000.0,Diesel,Individual,Manual,Fourth & Above Owner,250000.0
Ford,2011.0,149534.8,Diesel,Individual,Manual,Second Owner,150000.0
Chevrolet,2010.0,60000.0,Petrol,Individual,Manual,First Owner,140000.0
Maruti,2019.0,11000.0,Petrol,Individual,Manual,First Owner,925000.0
Tata,2017.0,30000.0,Diesel,Individual,Manual,First Owner,969999.0
Hyundai,2007.0,80000.0,CNG,Individual,Manual,Third Owner,90000.0
Hyundai,2001.0,60000.0,Petrol,Individual,Manual,Third Owner,55000.0
Hyundai,2007.0,100000.0,Diesel,Individual,Manual,Fourth & Above Owner,155000.0
Mahindra,2019.0,15000.0,Diesel,Individual,Manual,First Owner,900000.0
Maruti,2011.0,90000.0,Petrol,Individual,Manual,First Owner,135000.0
Maruti,2012.0,120000.0,Petrol,Individual,Manual,First Owner,180000.0
Hyundai,2013.0,100000.0,Diesel,Individual,Manual,Second Owner,495000.0
Toyota,2009.0,138000.0,Diesel,Individual,Manual,Third Owner,400000.0
Hyundai,2008.0,110000.0,Diesel,Individual,Manual,Second Owner,250000.0
Maruti,2015.0,120000.0,Petrol,Individual,Manual,Fourth & Above Owner,138000.0
Honda,2011.0,70000.0,Petrol,Individual,Automatic,Second Owner,311000.0
Maruti,2015.0,70000.0,Petrol,Individual,Manual,First Owner,190000.0
Mahindra,2011.0,140000.0,Diesel,Individual,Manual,First Owner,311000.0
Maruti,2009.0,15000.0,Petrol,Individual,Manual,First Owner,300000.0
Honda,2018.0,20000.0,Petrol,Individual,Manual,First Owner,600000.0
Mahindra,2009.0,100000.0,Diesel,Individual,Manual,First Owner,550000.0
Skoda,2015.0,70000.0,Petrol,Individual,Automatic,First Owner,600000.0
Maruti,2018.0,5000.0,Petrol,Individual,Manual,First Owner,195000.0
Tata,2013.0,27974.0,Petrol,Individual,Manual,First Owner,58000.0
Maruti,2018.0,40000.0,Petrol,Individual,Manual,First Owner,183000.0
Maruti,2007.0,80000.0,Petrol,Individual,Manual,First Owner,95000.0
Maruti,2013.0,38000.0,Petrol,Individual,Manual,First Owner,250000.0
Tata,2014.0,35000.0,Petrol,Individual,Manual,First Owner,400000.0
Hyundai,2012.0,60000.0,Diesel,Individual,Manual,Second Owner,409999.0
Skoda,2004.0,120000.0,Diesel,Individual,Manual,Second Owner,120000.0
Maruti,2018.0,18000.0,Petrol,Individual,Automatic,First Owner,600000.0
Honda,2016.0,10000.0,Petrol,Individual,Manual,First Owner,600000.0
Mahindra,2015.0,90000.0,Diesel,Individual,Manual,Third Owner,825000.0
Toyota,2016.0,80000.0,Diesel,Individual,Manual,Second Owner,625000.0
Hyundai,2020.0,1400.0,Diesel,Individual,Manual,First Owner,700000.0
Chevrolet,2011.0,60000.0,Petrol,Individual,Manual,First Owner,160000.0
Maruti,2011.0,60000.0,Petrol,Individual,Manual,Third Owner,114999.0
Maruti,2009.0,53000.0,Petrol,Individual,Manual,First Owner,150000.0
Volkswagen,2010.0,100000.0,Diesel,Dealer,Manual,First Owner,250000.0
Hyundai,2012.0,86000.0,Diesel,Dealer,Manual,Second Owner,390000.0
Renault,2015.0,100000.0,Diesel,Individual,Manual,First Owner,650000.0
Hyundai,2016.0,30000.0,Diesel,Individual,Manual,First Owner,600000.0
Hyundai,2011.0,120000.0,Petrol,Individual,Manual,First Owner,250000.0
Hyundai,2011.0,60000.0,LPG,Individual,Manual,Second Owner,229999.0
Maruti,2016.0,50000.0,Diesel,Individual,Manual,Second Owner,299000.0
Chevrolet,2010.0,124000.0,Diesel,Individual,Manual,Second Owner,330000.0
Hyundai,2012.0,100000.0,Petrol,Individual,Manual,Third Owner,180000.0
Hyundai,2017.0,42000.0,Petrol,Individual,Manual,First Owner,475000.0
Hyundai,2015.0,100000.0,Diesel,Individual,Manual,First Owner,325000.0
Honda,2016.0,28205.0,Petrol,Dealer,Manual,First Owner,639000.0
Maruti,2017.0,32670.0,Petrol,Dealer,Automatic,First Owner,415000.0
Hyundai,2016.0,30093.0,Diesel,Dealer,Automatic,First Owner,1199000.0
Maruti,2013.0,56228.0,CNG,Dealer,Manual,First Owner,525000.0
Hyundai,2013.0,59319.0,Petrol,Dealer,Manual,First Owner,425000.0
Maruti,2016.0,39503.0,Diesel,Dealer,Manual,First Owner,699000.0
Hyundai,2013.0,35299.0,Petrol,Dealer,Manual,First Owner,325000.0
Toyota,2011.0,51687.0,Petrol,Dealer,Manual,First Owner,275000.0
Volkswagen,2011.0,76259.0,Petrol,Dealer,Automatic,First Owner,269000.0
Volkswagen,2013.0,44049.0,Diesel,Dealer,Manual,First Owner,399000.0
Mahindra,2017.0,45087.0,Diesel,Dealer,Manual,First Owner,475000.0
Toyota,2011.0,41125.0,Petrol,Dealer,Manual,First Owner,249000.0
Other,2014.0,42215.0,Diesel,Dealer,Automatic,First Owner,1200000.0
Volkswagen,2011.0,54206.0,Petrol,Dealer,Manual,First Owner,254999.0
Skoda,2012.0,52547.0,Petrol,Dealer,Manual,First Owner,269000.0
Maruti,2014.0,59110.0,Diesel,Dealer,Manual,First Owner,665000.0
